S.No,School,Program Name,SEM,Code,Course,DATE& TIME,Evaluator Name,Strength,Batch Name
1,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Debashis Ghosh ,67,B1-B2
2,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Biplab Dhar,67,B3-B4
3,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Divya Ahluwalia,69,B5-B6
4,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Debashis Ghosh ,64,B7-B8
5,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Nitin Uniyal,67,B9-B10
6,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Divya Ahluwalia,68,B11-B12
7,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Anupam Bhandari,67,B13-B14
8,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Sourav Hossain,67,B15-B16
9,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Reshu Gupta,66,B17-B18
10,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Reshu Gupta,66,B19-B20
11,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Akmal Hussain,66,B21-B22
12,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Akmal Hussain,66,B23-B24
13,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Sourav Hossain,65,B25-B26
14,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Manisha Malik,64,B27-B28
15,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Manisha Malik,68,B29-B30
16,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Biplab Dhar,68,B31-B32
17,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Bhuwan,67,B33-B34
18,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Ravi Kiran Maddali,64,B35-B36
19,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Rashmi Dubey,66,B37-B38
20,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Rashmi Dubey,60,B39-B40
21,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Pratibha Joshi,77,B41-B42
22,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Pratibha Joshi,79,B43-B44
23,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Manisha Malik,77,B45-B46
24,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Biplab Dhar,85,B47-B48
25,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Ashishi Puri ,83,B49-B50
26,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Ashishi Puri ,84,B51-B52
27,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Ashishi Puri ,112,B53-B54-B57
28,SOCS,B.Tech Computer Science and Engineering,I,MATH1059,Advanced Engineering Mathematics - 1,12.12.202310 AM - 01PM,Bhuwan,119,B55-B56-B58
29,SOCS,B.Tech Computer Science and Engineering,I,PHYS1032,Physics for Computer Engineers ,14.12.202310 AM - 01PM,AMIT CHAWLA,67,"B01,B02"
30,SOCS,B.Tech Computer Science and Engineering,I,PHYS1032,Physics for Computer Engineers ,14.12.202310 AM - 01PM,PRASHANT MANDAL,67,"B03,B04"
31,SOCS,B.Tech Computer Science and Engineering,I,PHYS1032,Physics for Computer Engineers ,14.12.202310 AM - 01PM,AMIT AWASTHI,69,"B05,B06"
32,SOCS,B.Tech Computer Science and Engineering,I,PHYS1032,Physics for Computer Engineers ,14.12.202310 AM - 01PM,ABHISHEK K MISHRA,64,"B07,B08"
33,SOCS,B.Tech Computer Science and Engineering,I,PHYS1032,Physics for Computer Engineers ,14.12.202310 AM - 01PM,RAJEEV GUPTA,67,"B09,B10"
34,SOCS,B.Tech Computer Science and Engineering,I,PHYS1032,Physics for Computer Engineers ,14.12.202310 AM - 01PM,SATYA KRISHNA,68,"B11,B12"
35,SOCS,B.Tech Computer Science and Engineering,I,PHYS1032,Physics for Computer Engineers ,14.12.202310 AM - 01PM,KAILASH PANDEY,67,"B13,B14"
36,SOCS,B.Tech Computer Science and Engineering,I,PHYS1032,Physics for Computer Engineers ,14.12.202310 AM - 01PM,KAILASH PANDEY,67,"B15,B16"
37,SOCS,B.Tech Computer Science and Engineering,I,PHYS1032,Physics for Computer Engineers ,14.12.202310 AM - 01PM,D P SINGH,66,"B17,B18"
38,SOCS,B.Tech Computer Science and Engineering,I,PHYS1032,Physics for Computer Engineers ,14.12.202310 AM - 01PM,PARSWAJIT KALITA,66,"B19,B20"
39,SOCS,B.Tech Computer Science and Engineering,I,PHYS1032,Physics for Computer Engineers ,14.12.202310 AM - 01PM,GAGAN ANAND,66,"B21,B22"
40,SOCS,B.Tech Computer Science and Engineering,I,PHYS1032,Physics for Computer Engineers ,14.12.202310 AM - 01PM,RAJEEV GUPTA,66,"B23,B24"
41,SOCS,B.Tech Computer Science and Engineering,I,PHYS1032,Physics for Computer Engineers ,14.12.202310 AM - 01PM,MRITYUNJYA GUHA,65,"B25,B26"
42,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Amar Shukla,67,B1-B2
43,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Sandip Kumar Chaurasiya,67,B3-B4
44,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Christalin Nelson S,69,B5-B6
45,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Amar Shukla,64,B7-B8
46,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Pallabi Sharma,67,B9-B10
47,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Gaytri -,68,B11-B12
48,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Pallabi Sharma,67,B13-B14
49,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Anil Kumar,67,B15-B16
50,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Bhupendra Singh,66,B17-B18
51,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Amit Verma,66,B19-B20
52,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Tarandeep Kaur Bhatia,66,B21-B22
53,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Goutam Datta,66,B23-B24
54,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Bhavana Kaushik,65,B25-B26
55,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Tanu Singh,64,B27-B28
56,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Bhupendra Singh,68,B29-B30
57,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Roohi Sille,68,B31-B32
58,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Piyush Rawat,67,B33-B34
59,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Maithilee Laxmanrao Patawar,64,B35-B36
60,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Roohi Sille,66,B37-B38
61,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Shamik Tiwari,60,B39-B40
62,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Varun Sapra,77,B41-B42
63,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Sandeep Pratap Singh,79,B43-B44
64,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Achala Shakya,77,B45-B46
65,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Deepika Koundal,85,B47-B48
66,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Kotha Venugopalachary,83,B49-B50
67,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Richa Choudhary,84,B51-B52
68,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Bhavana Kaushik,76,B53-B54
69,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Varun Sapra,75,B55-B56
70,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Bhavana Kaushik,36,B57
71,SOCS,B.Tech Computer Science and Engineering,I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Varun Sapra,44,B58
72,SOCS,Bachelor of Computer Application (BCA),I,MATH1058,Basic Mathematics,12.12.202310 AM - 01PM,Sandeep Dixit,84,"B-01, B-02"
73,SOCS,Bachelor of Computer Application (BCA),I,MATH1058,Basic Mathematics,12.12.202310 AM - 01PM,Bhuwan Chandra Joshi,82,B-03 B-04
74,SOCS,Bachelor of Computer Application (BCA),I,CSEG1028,Web Technologies ,14.12.202310 AM - 01PM,Akhilesh Mohan Srivastava,84,"B-01, B-02"
75,SOCS,Bachelor of Computer Application (BCA),I,CSEG1028,Web Technologies ,14.12.202310 AM - 01PM,Saroj Snehal Shivagunde,82,B-03 B-04
76,SOCS,Bachelor of Computer Application (BCA),I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Gagan Deep Singh,84,"B-01, B-02"
77,SOCS,Bachelor of Computer Application (BCA),I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Sandip Kumar Chaurasia,82,B-03 B-04
78,SOCS,B.Sc. (Computer Science),I,MATH1060,Mathematical Science – 1,12.12.202310 AM - 01PM,Pratibha Joshi,12,All Batch
79,SOCS,B.Sc. (Computer Science),I,ECEG1010,Digital Electronics,14.12.202310 AM - 01PM,Dr. Abhinav Sharma,12,All Batch
80,SOCS,B.Sc. (Computer Science),I,CSEG1025,Programming in C,19.12.202310 AM - 01PM,Sandip Kumar Chaurasia,12,All Batch
81,SOCS,M.Tech (Computer Science and Engineering),I,CSEG7001,Algorithm Design and Analysis,12.12.202310 AM - 01PM,Hanumat Sastry,12,All Batch
82,SOCS,M.Tech (Computer Science and Engineering),I,CSAI7003P,Artificial Intelligence & Expert Systems,14.12.202310 AM - 01PM,Alok Aggarwal,12,All Batch
83,SOCS,M.Tech (Computer Science and Engineering),I,CSCS7002P,Cyber Security and Ethics,18.12.202310 AM - 01PM,Sunil Gupta,5,All Batch
84,SOCS,M.Tech (Computer Science and Engineering),I,CSDA7002P,Predictive Modelling,18.12.202310 AM - 01PM,Shamik Tiwari,2,All Batch
85,SOCS,M.Tech (Computer Science and Engineering),I,CSEG7002,Advance Database Management Systems,20.12.202310 AM - 01PM,Mitali Chugh,12,All Batch
86,SOCS,M.Tech (Computer Science and Engineering),I,CSEG7003,Statistical Modelling for Computer Sciences,22.12.202310 AM - 01PM,Priya Ranjan,12,All Batch
87,SOCS,Master of Computer Application (MCA),I,CSAI7011,Python Programming,12.12.202310 AM - 01PM,Anushree Shah,154,"B-01, B-02,B3,B4"
88,SOCS,Master of Computer Application (MCA),I,CSAI7011,Python Programming,12.12.202310 AM - 01PM,Hemant Petwal,39,B-05
89,SOCS,Master of Computer Application (MCA),I,CSEG7017,Web Technologies ,14.12.202310 AM - 01PM,Dhiviya Rose J,154,"B-01,B-02,B-03,B-04"
90,SOCS,Master of Computer Application (MCA),I,CSEG7017,Web Technologies ,14.12.202310 AM - 01PM,Priyanka Singh,39,B-05
91,SOCS,Master of Computer Application (MCA),I,CSDS7001,Introduction to Data Science,15.12.202310 AM - 01PM,Sanoj Kumar,66,All Batch
92,SOCS,Master of Computer Application (MCA),I,CSEG7015,Data Structure ,18.12.202310 AM - 01PM,Pankaj Badoni,74,"B-01, B-02"
93,SOCS,Master of Computer Application (MCA),I,CSEG7015,Data Structure ,18.12.202310 AM - 01PM,Ambika Aggarwal,80,"B-03, B-04"
94,SOCS,Master of Computer Application (MCA),I,CSEG7015,Data Structure ,18.12.202310 AM - 01PM,Hemant Petwal,39,B-05
95,SOCS,Master of Computer Application (MCA),I,CSAI7012,Problem Domains of AI,20.12.202310 AM - 01PM,Mitali Chugh,83,All Batch
96,SOCS,Master of Computer Application (MCA),I,CSCS7006,Introdcution to Cyber Security,20.12.202310 AM - 01PM,Vinod Patidar,29,All Batch
97,SOCS,Master of Computer Application (MCA),I,HRES7018,Business Communication & Ethics,21.12.202310 AM - 01PM,Neeraja Sisodia-VF,193,All Batch
98,SOCS,Master of Computer Application (MCA),I,CSEG7018,Software Engineering  & Agile Practices,22.12.202310 AM - 01PM,Sonali Vyas,154,"B-01,B-02,B-03,B-04"
99,SOCS,Master of Computer Application (MCA),I,CSEG7018,Software Engineering  & Agile Practices,22.12.202310 AM - 01PM,Subhankar Ghosal,39,B-05
100,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2020,Object Oriented Programming,12.12.202302 PM - 05 PM,Amit Verma,41,B07
101,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2020,Object Oriented Programming,12.12.202302 PM - 05 PM,Amit Verma,39,B08
102,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2020,Object Oriented Programming,12.12.202302 PM - 05 PM,Amit Verma,42,B09
103,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2020,Object Oriented Programming,12.12.202302 PM - 05 PM,Deepak Kumar Sharma,40,B04
104,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2020,Object Oriented Programming,12.12.202302 PM - 05 PM,Deepak Kumar Sharma,39,B05
105,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2020,Object Oriented Programming,12.12.202302 PM - 05 PM,Deepak Kumar Sharma,40,B06
106,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2020,Object Oriented Programming,12.12.202302 PM - 05 PM,Sahinur Rahman Laskar,40,B01
107,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2020,Object Oriented Programming,12.12.202302 PM - 05 PM,Sahinur Rahman Laskar,40,B02
108,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2020,Object Oriented Programming,12.12.202302 PM - 05 PM,Sahinur Rahman Laskar,38,B03
109,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2007,Operating Systems,13.12.202302 PM - 05 PM,Juhi Agarwal,40,B01
110,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2007,Operating Systems,13.12.202302 PM - 05 PM,Juhi Agarwal,40,B02
111,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2007,Operating Systems,13.12.202302 PM - 05 PM,Juhi Agarwal,38,B03
112,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2007,Operating Systems,13.12.202302 PM - 05 PM,Ajay Prasad,40,B04
113,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2007,Operating Systems,13.12.202302 PM - 05 PM,Ajay Prasad,39,B05
114,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2007,Operating Systems,13.12.202302 PM - 05 PM,Ajay Prasad,40,B06
115,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2007,Operating Systems,13.12.202302 PM - 05 PM,Abhijit Kumar,41,B07
116,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2007,Operating Systems,13.12.202302 PM - 05 PM,Abhijit Kumar,39,B08
117,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2007,Operating Systems,13.12.202302 PM - 05 PM,Abhijit Kumar,42,B09
118,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2004,Computer System Architecture,15.12.202302 PM - 05 PM,Mohammad Ahsan,40,B01
119,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2004,Computer System Architecture,15.12.202302 PM - 05 PM,Mohammad Ahsan,40,B02
120,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2004,Computer System Architecture,15.12.202302 PM - 05 PM,Mohammad Ahsan,38,B03
121,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2004,Computer System Architecture,15.12.202302 PM - 05 PM,Ravi Yadav,40,B04
122,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2004,Computer System Architecture,15.12.202302 PM - 05 PM,Ravi Yadav,39,B05
123,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2004,Computer System Architecture,15.12.202302 PM - 05 PM,Ravi Yadav,40,B06
124,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2004,Computer System Architecture,15.12.202302 PM - 05 PM,Ravi Yadav,41,B07
125,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2004,Computer System Architecture,15.12.202302 PM - 05 PM,Ravi Yadav,39,B08
126,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2004,Computer System Architecture,15.12.202302 PM - 05 PM,Ravi Yadav,42,B09
127,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2021,Design and Analysis of Algorithm,18.12.202302 PM - 05 PM,Rahul Kumar Singh,40,B01
128,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2021,Design and Analysis of Algorithm,18.12.202302 PM - 05 PM,Rahul Kumar Singh,40,B02
129,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2021,Design and Analysis of Algorithm,18.12.202302 PM - 05 PM,Rahul Kumar Singh,38,B03
130,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2021,Design and Analysis of Algorithm,18.12.202302 PM - 05 PM,Aradhana Kumari Singh,40,B04
131,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2021,Design and Analysis of Algorithm,18.12.202302 PM - 05 PM,Aradhana Kumari Singh,39,B05
132,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2021,Design and Analysis of Algorithm,18.12.202302 PM - 05 PM,Aradhana Kumari Singh,40,B06
133,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2021,Design and Analysis of Algorithm,18.12.202302 PM - 05 PM,Yeshwant Singh,41,B07
134,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2021,Design and Analysis of Algorithm,18.12.202302 PM - 05 PM,Yeshwant Singh,39,B08
135,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSEG2021,Design and Analysis of Algorithm,18.12.202302 PM - 05 PM,Yeshwant Singh,42,B09
136,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSAI2012,Introduction to AI and ML,20.12.202302 PM - 05 PM,Shubhi Sharma,40,B01
137,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSAI2012,Introduction to AI and ML,20.12.202302 PM - 05 PM,Shubhi Sharma,40,B02
138,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSAI2012,Introduction to AI and ML,20.12.202302 PM - 05 PM,Shubhi Sharma,38,B03
139,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSAI2012,Introduction to AI and ML,20.12.202302 PM - 05 PM,Yeshwant Singh,40,B04
140,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSAI2012,Introduction to AI and ML,20.12.202302 PM - 05 PM,Yeshwant Singh,39,B05
141,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSAI2012,Introduction to AI and ML,20.12.202302 PM - 05 PM,Yeshwant Singh,40,B06
142,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSAI2012,Introduction to AI and ML,20.12.202302 PM - 05 PM,Surbhi Saraswat,41,B07
143,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSAI2012,Introduction to AI and ML,20.12.202302 PM - 05 PM,Surbhi Saraswat,39,B08
144,SOCS,B.Tech(CSE) Spl. Artificial Intell & ML,III,CSAI2012,Introduction to AI and ML,20.12.202302 PM - 05 PM,Surbhi Saraswat,42,B09
145,SOCS,B.Tech (H) CSE (Spl. AI & ML),III,CSEG2020,Object Oriented Programming,12.12.202302 PM - 05 PM,Sahinur Rahman Laskar,78,"B01,B02,B03"
146,SOCS,B.Tech (H) CSE (Spl. AI & ML),III,CSEG2007,Operating Systems,13.12.202302 PM - 05 PM,Vijendra Singh,78,"B01,B02,B03"
147,SOCS,B.Tech (H) CSE (Spl. AI & ML),III,CSEG2004,Computer System Architecture,15.12.202302 PM - 05 PM,Arun Singh Bhadwal,78,"B01,B02,B03"
148,SOCS,B.Tech (H) CSE (Spl. AI & ML),III,CSEG2021,Design and Analysis of Algorithm,18.12.202302 PM - 05 PM,Virender Kadyan,78,"B01,B02,B03"
149,SOCS,B.Tech (H) CSE (Spl. AI & ML),III,CSAI2012,Introduction to AI and ML,20.12.202302 PM - 05 PM,Abhijit Kumar,78,"B01,B02,B03"
150,SOCS,B.Tech (H) CSE (Spl. AI & ML),III,CSEG2036P,Probability & Statistics for Engineers,22.12.202302 PM - 05 PM,Mrittunjoy Guha Majumdar,78,"B01,B02,B03"
151,SOCS,B.Tech(CSE) (Data Science),III,CSEG2020,Object Oriented Programming,12.12.202302 PM - 05 PM,Priyanka Singh,40,B01
152,SOCS,B.Tech(CSE) (Data Science),III,CSEG2020,Object Oriented Programming,12.12.202302 PM - 05 PM,Shahid Sultan Hajam,40,B02
153,SOCS,B.Tech(CSE) (Data Science),III,CSEG2020,Object Oriented Programming,12.12.202302 PM - 05 PM,Priyanka Singh,33,B03
154,SOCS,B.Tech(CSE) (Data Science),III,CSEG2007,Operating Systems,13.12.202302 PM - 05 PM,Goutam Datta,40,B01
155,SOCS,B.Tech(CSE) (Data Science),III,CSEG2007,Operating Systems,13.12.202302 PM - 05 PM,Nadeem Yousuf Khanday,40,B02
156,SOCS,B.Tech(CSE) (Data Science),III,CSEG2007,Operating Systems,13.12.202302 PM - 05 PM,Goutam Datta,33,B03
157,SOCS,B.Tech(CSE) (Data Science),III,CSEG2004,Computer System Architecture,15.12.202302 PM - 05 PM,Arun Singh Bhadwal,40,B01
158,SOCS,B.Tech(CSE) (Data Science),III,CSEG2004,Computer System Architecture,15.12.202302 PM - 05 PM,Ravi Yadav,40,B02
159,SOCS,B.Tech(CSE) (Data Science),III,CSEG2004,Computer System Architecture,15.12.202302 PM - 05 PM,Arun Singh Bhadwal,33,B03
160,SOCS,B.Tech(CSE) (Data Science),III,CSEG2021,Design and Analysis of Algorithm,18.12.202302 PM - 05 PM,Shiladitya Bhattacharjee,40,B01
161,SOCS,B.Tech(CSE) (Data Science),III,CSEG2021,Design and Analysis of Algorithm,18.12.202302 PM - 05 PM,Shiladitya Bhattacharjee,40,B02
162,SOCS,B.Tech(CSE) (Data Science),III,CSEG2021,Design and Analysis of Algorithm,18.12.202302 PM - 05 PM,Shiladitya Bhattacharjee,33,B03
163,SOCS,B.Tech(CSE) (Data Science),III,CSBA2012,Introduction to Business Analytics,20.12.202302 PM - 05 PM,Shubhi Sharma,40,B01
164,SOCS,B.Tech(CSE) (Data Science),III,CSBA2012,Introduction to Business Analytics,20.12.202302 PM - 05 PM,Shubhi Sharma,40,B02
165,SOCS,B.Tech(CSE) (Data Science),III,CSBA2012,Introduction to Business Analytics,20.12.202302 PM - 05 PM,Shubhi Sharma,33,B03
166,SOCS,B.Tech(CSE)(Hons.) (Data Science),III,CSEG2020,Object Oriented Programming,12.12.202302 PM - 05 PM,Priyanka Singh,21,All Batch
167,SOCS,B.Tech(CSE)(Hons.) (Data Science),III,CSEG2007,Operating Systems,13.12.202302 PM - 05 PM,Goutam Datta,21,All Batch
168,SOCS,B.Tech(CSE)(Hons.) (Data Science),III,CSEG2004,Computer System Architecture,15.12.202302 PM - 05 PM,Arun Singh Bhadwal,21,All Batch
169,SOCS,B.Tech(CSE)(Hons.) (Data Science),III,CSEG2021,Design and Analysis of Algorithm,18.12.202302 PM - 05 PM,Shiladitya Bhattacharjee,21,All Batch
170,SOCS,B.Tech(CSE)(Hons.) (Data Science),III,CSBA2012,Introduction to Business Analytics,20.12.202302 PM - 05 PM,Shubhi Sharma,21,All Batch
171,SOCS,B.Tech(CSE)(Hons.) (Data Science),III,CSEG2036P,Probability & Statistics for Engineers,22.12.202302 PM - 05 PM,Mrittunjoy Guha Majumdar,21,All Batch
172,SOCS,B.Tech CSE (DevOps),III,CSEG2020,Object Oriented Programming,12.12.202302 PM - 05 PM,Swati Rastogi,80,"B01,B2"
173,SOCS,B.Tech CSE (DevOps),III,CSEG2007,Operating Systems,13.12.202302 PM - 05 PM,Akhilesh Mohan Srivastava,80,"B01,B2"
174,SOCS,B.Tech CSE (DevOps),III,CSEG2004,Computer System Architecture,15.12.202302 PM - 05 PM,Mohammad Ahsan,80,"B01,B2"
175,SOCS,B.Tech CSE (DevOps),III,CSEG2021,Design and Analysis of Algorithm,18.12.202302 PM - 05 PM,Saswata Shannigrahi,80,"B01,B2"
176,SOCS,B.Tech CSE (DevOps),III,CSDV2007,DevOps Overview & Tool Trade,20.12.202302 PM - 05 PM,Arjun Arora,80,"B01,B2"
177,SOCS,B.Tech (H) CSE (DevOps),III,CSEG2020,Object Oriented Programming,12.12.202302 PM - 05 PM,Swati Rastogi,8,B01
